,raw,char,line
174,"MARILLA:  Stuff and nonsense.  [Anne laughs]  Oh, no.  That's enough now.  No more foolishness.",MARILLA," Stuff and nonsense.  [Anne laughs]  Oh, no.  That's enough now.  No more foolishness."
175,"ANNE:  Oh, it seems so funny and horrible to think of Diana marrying Fred.  Doesn't it?",ANNE," Oh, it seems so funny and horrible to think of Diana marrying Fred.  Doesn't it?"
176,MARILLA:  What is so horrible about it?,MARILLA, What is so horrible about it?
177,"ANNE:  Well he certainly isn't the wild, dashing young man Diana used to want to marry.  Fred is extremely good.",ANNE," Well he certainly isn't the wild, dashing young man Diana used to want to marry.  Fred is extremely good."
178,MARILLA:  That is exactly what he should be.  Would you want to marry a wicked man?,MARILLA, That is exactly what he should be.  Would you want to marry a wicked man?
179,"ANNE:  Well, I wouldn't marry anyone who was really wicked, but I think I'd like it if he could be wicked and wouldn't.",ANNE," Well, I wouldn't marry anyone who was really wicked, but I think I'd like it if he could be wicked and wouldn't."
180,"MARILLA:  You'll have more sense someday, I hope.",MARILLA," You'll have more sense someday, I hope."
181,Script Index -- 1 -- 2 -- 3 -- 4 -- 5 -- 6 -- 7 -- 8 -- 9 -- Next,Script Index -- 1 -- 2 -- 3 -- 4 -- 5 -- 6 -- 7 -- 8 -- 9 -- Next,
0,Sequel Script: Part 2,Sequel Script,Part 2
1,SCENE:  Outside the Avonlea post office,SCENE, Outside the Avonlea post office
2,JOSIE PYE:  I believe Anne Shirley just copied that story.  I am sure I remember reading it in a newspaper years ago.,JOSIE PYE, I believe Anne Shirley just copied that story.  I am sure I remember reading it in a newspaper years ago.
3,"MRS. BOULTER: Well, I'm sorry to hear she's taken to writing novels at all.  Nobody born and bred in Avonlea would do it.",MRS. BOULTER,"Well, I'm sorry to hear she's taken to writing novels at all.  Nobody born and bred in Avonlea would do it."
4,        SCENE:  Inside the Avonlea post office,        SCENE, Inside the Avonlea post office
5,"MRS. HARRISON: Been writing anymore stories lately, Miss Shirley.",MRS. HARRISON,"Been writing anymore stories lately, Miss Shirley."
6,"ANNE:  No, Mrs. Harrison.",ANNE," No, Mrs. Harrison."
7,"MRS. HARRISON: Well, no offense, ma'am.  Mable Sloane here says that she found another one of them big manilla envelopes come through here a couple of weeks ago, that's all.",MRS. HARRISON,"Well, no offense, ma'am.  Mable Sloane here says that she found another one of them big manilla envelopes come through here a couple of weeks ago, that's all."
8,"MRS. SLOANE:  It was addressed to the Rollings Reliable Baking Powder Company in Montreal.  My suspicion that someone was trying for that prize that they were offering for the best story introducing the new baking powder.  The address wasn't in your handwriting, though.",MRS. SLOANE," It was addressed to the Rollings Reliable Baking Powder Company in Montreal.  My suspicion that someone was trying for that prize that they were offering for the best story introducing the new baking powder.  The address wasn't in your handwriting, though."
9,ANNE:  I should hope not.  I'd never dream of competing for anything so disgraceful.  It would almost be as bad as Jake Griffith's Chataghua Show.,ANNE, I should hope not.  I'd never dream of competing for anything so disgraceful.  It would almost be as bad as Jake Griffith's Chataghua Show.
10,        SCENE:  Back outside the Avonlea post office,        SCENE, Back outside the Avonlea post office
11,MRS. BOULTER: But that's what comes of Marilla Cuthbert adopting an orphan from Goodness-knows-where or what kind of parents.,MRS. BOULTER,But that's what comes of Marilla Cuthbert adopting an orphan from Goodness-knows-where or what kind of parents.
12,"JOSIE PYE:  Why, Anne!  Congratulations!",JOSIE PYE," Why, Anne!  Congratulations!"
13,MRS. BOULTER: You have such a way of putting Avonlea on the map.,MRS. BOULTER,You have such a way of putting Avonlea on the map.
14,ANNE:  Thank you.  But what do you mean?  Congratulations for what?,ANNE, Thank you.  But what do you mean?  Congratulations for what?
15,"JOSIE PYE:  You were always such a terrible fake at modesty, even during public school.",JOSIE PYE," You were always such a terrible fake at modesty, even during public school."
16,"MRS. BOULTER: Well, there's nothing fake about the business Lawson's General Store intends to do from all this.",MRS. BOULTER,"Well, there's nothing fake about the business Lawson's General Store intends to do from all this."
17,JOSIE PYE:  And I think that blue you're wearing is so dramatic for a young authoress.  You almost look pretty in it.,JOSIE PYE, And I think that blue you're wearing is so dramatic for a young authoress.  You almost look pretty in it.
18,"ANNE:  Ah, don't say things you don't mean, Josie.",ANNE," Ah, don't say things you don't mean, Josie."
19,JOSIE PYE:  That Anne Shirley is so smug.,JOSIE PYE, That Anne Shirley is so smug.
20,MRS. BOULTER: That girl always did give herself airs.,MRS. BOULTER,That girl always did give herself airs.
21,[Anne walks down street toward Lawson's General Store.],[Anne walks down street toward Lawson's General Store.],
22,TWO BOYS: Congratulations!,TWO BOYS,Congratulations!
23,"MAN 1: Congratulations, Anne.",MAN 1,"Congratulations, Anne."
24,"WOMAN 1: It was a wonderful story, Anne.  Congratulations.",WOMAN 1,"It was a wonderful story, Anne.  Congratulations."
25,"MAN 2: Splendid story, Anne.  You deserve the best.",MAN 2,"Splendid story, Anne.  You deserve the best."
26,"MAN 3: Congratulations, Miss Shirley!",MAN 3,"Congratulations, Miss Shirley!"
27,"ANTHONY PYE:  Congratulations, Miss Shirley!  I really liked the bit about the cake!",ANTHONY PYE," Congratulations, Miss Shirley!  I really liked the bit about the cake!"
28,        SCENE:  Lawson's General Store,        SCENE, Lawson's General Store
29,ANNE:  Great Jehoshephat!,ANNE, Great Jehoshephat!
30,"ALICE LAWSON:  Anne Shirley, we've been trying to track you down everywhere.  Oh, ladies and gentlemen, may I present to you Avonlea's famous authoress.  Father, come out here.",ALICE LAWSON," Anne Shirley, we've been trying to track you down everywhere.  Oh, ladies and gentlemen, may I present to you Avonlea's famous authoress.  Father, come out here."
31,"MR. LAWSON: Oh my Goodness, Miss Shirley.",MR. LAWSON,"Oh my Goodness, Miss Shirley."
32,ANNE:  I don't understand.,ANNE, I don't understand.
33,"ALICE LAWSON:  You won the contest, you goose!  And I knew you'd go into it all behind our backs.",ALICE LAWSON," You won the contest, you goose!  And I knew you'd go into it all behind our backs."
34,"MR. LAWSON: Quiet everybody.  Quiet, please.  It is my great pleasure as official purveyor to Avonlea of the Rollings Reliable Baking Powder Company to read this, the following tribute.  [reading letter] ""Miss Anne Shirley, Green Gables, P.E.I.  Dear Madam:  We have much pleasure in informing you that your charming story Averil's Atonement has won the $100 grand prize in our recent competition for the best story introducing the name of our  revered product.  The prize will be presented by Mr. Charles Lawson of Lawson's General, Avonlea.  We have arranged for publication of the story in several prominent newspapers across the country and will supply it in pamphlet form for distribution among our patrons.  Thanking you for the interest you have shown in supporting our enterprises, we remain yours very truly, The Rollings Reliable Baking Powder Company.""",MR. LAWSON,"Quiet everybody.  Quiet, please.  It is my great pleasure as official purveyor to Avonlea of the Rollings Reliable Baking Powder Company to read this, the following tribute.  [reading letter] ""Miss Anne Shirley, Green Gables, P.E.I.  Dear Madam:  We have much pleasure in informing you that your charming story Averil's Atonement has won the $100 grand prize in our recent competition for the best story introducing the name of our  revered product.  The prize will be presented by Mr. Charles Lawson of Lawson's General, Avonlea.  We have arranged for publication of the story in several prominent newspapers across the country and will supply it in pamphlet form for distribution among our patrons.  Thanking you for the interest you have shown in supporting our enterprises, we remain yours very truly, The Rollings Reliable Baking Powder Company."""
35,"ALICE LAWSON:  You'll sign mine, won't you? Here.  Oh!  And I'm sure Miss Shirley will be happy to sign everybody's brochure.  And don't forget your purchase of this remarkable product.",ALICE LAWSON," You'll sign mine, won't you? Here.  Oh!  And I'm sure Miss Shirley will be happy to sign everybody's brochure.  And don't forget your purchase of this remarkable product."
36,"DIANA:  [entering]Anne!  Anne!  Oh, I'm wild with delight!  I was sure I would win when I sent it into the competition.",DIANA," [entering]Anne!  Anne!  Oh, I'm wild with delight!  I was sure I would win when I sent it into the competition."
37,ANNE:  Diana Barry!,ANNE, Diana Barry!
38,"DIANA:  Yes, I did.  I thought of your story in a minute when I saw the ad in the paper.",DIANA," Yes, I did.  I thought of your story in a minute when I saw the ad in the paper."
39,"MAN: Miss Shirley, will you sign this for my daughter?",MAN,"Miss Shirley, will you sign this for my daughter?"
40,"DIANA:  Well, I was going to tell you to send it in yourself, but I figured you had so little faith left in you, you wouldn't.  So, I sent my copy.  Then, if you hadn't won, you would never have known because the stories that failed weren't being sent back.  Why, Anne, you don't seem a bit pleased.",DIANA," Well, I was going to tell you to send it in yourself, but I figured you had so little faith left in you, you wouldn't.  So, I sent my copy.  Then, if you hadn't won, you would never have known because the stories that failed weren't being sent back.  Why, Anne, you don't seem a bit pleased."
41,"ANNE:  Of course, I couldn't be anything but pleased.  It was the gesture of a true friend to try and boost my spirits.  But there isn't a word about baking powder.",ANNE," Of course, I couldn't be anything but pleased.  It was the gesture of a true friend to try and boost my spirits.  But there isn't a word about baking powder."
42,"DIANA:  Oh, I put that in.  It was as easy as a wink.  You know the scene where Averil makes the cake?  Well, I just stated that she used Rollings Reliable and that's why it turned out so well.  See.  And then here, in the last paragraph where Percival clasps Averil in his arms and says, ""Sweetheart, the beautiful coming years will bring us the fulfillment of our house of dreams.""  I added, ""in which we will never use any baking powder except Rollings Reliable.""",DIANA," Oh, I put that in.  It was as easy as a wink.  You know the scene where Averil makes the cake?  Well, I just stated that she used Rollings Reliable and that's why it turned out so well.  See.  And then here, in the last paragraph where Percival clasps Averil in his arms and says, ""Sweetheart, the beautiful coming years will bring us the fulfillment of our house of dreams.""  I added, ""in which we will never use any baking powder except Rollings Reliable."""
43,ANNE:  Oh.,ANNE, Oh.
44,DIANA:  Come on.  I have the buggy.  I'll take you home.  You won $100!  Prissy Grant told me that Canadian Women only pays $5 a story.,DIANA, Come on.  I have the buggy.  I'll take you home.  You won $100!  Prissy Grant told me that Canadian Women only pays $5 a story.
45,"        SCENE:  Road, riding buggy home",        SCENE," Road, riding buggy home"
46,"ANNE:  I can't take it.  It's rightfully yours, Diana.  You sent the story in and made the alterations.  I certainly wouldn't have sent it in.  So, you have to take it.",ANNE," I can't take it.  It's rightfully yours, Diana.  You sent the story in and made the alterations.  I certainly wouldn't have sent it in.  So, you have to take it."
