,raw,char,line
165,"MARILLA: No.  We have absolutely no use for a girl.  Well, don't stand there gaping.  Come along; bring your bag.  Now that you're here, I suppose we'll have to put you somewhere tonight.  Take off your hat.  You must be hungry.",MARILLA,"No.  We have absolutely no use for a girl.  Well, don't stand there gaping.  Come along; bring your bag.  Now that you're here, I suppose we'll have to put you somewhere tonight.  Take off your hat.  You must be hungry."
166,ANNE: I can't eat.  I can never eat when   I'm in the depths of despair.,ANNE,I can't eat.  I can never eat when   I'm in the depths of despair.
167,MARILLA: The depths of despair?,MARILLA,The depths of despair?
168,ANNE: Can you eat when you're that way?,ANNE,Can you eat when you're that way?
169,MARILLA: I've never been that way.,MARILLA,I've never been that way.
170,ANNE: Can't you even imagine you're in the depths of despair?,ANNE,Can't you even imagine you're in the depths of despair?
171,"MARILLA: No, I can not.  To despair is to turn your back on God.  This is your room for the night.  Wash up and then come down for supper.",MARILLA,"No, I can not.  To despair is to turn your back on God.  This is your room for the night.  Wash up and then come down for supper."
172,"ANNE: Yes, Miss Cuthbert.",ANNE,"Yes, Miss Cuthbert."
173,SCENE: The Cuthbert kitchen.,SCENE,The Cuthbert kitchen.
174,MARILLA: I'm taking her straight over to that Spencer woman in the morning.  This girl has to go straight back to the asylum.,MARILLA,I'm taking her straight over to that Spencer woman in the morning.  This girl has to go straight back to the asylum.
175,MATTHEW: I suppose.,MATTHEW,I suppose.
176,"MARILLA: You suppose, don't you know it?",MARILLA,"You suppose, don't you know it?"
177,"MATTHEW: She's a nice little thing, Marilla.  Seems a pity to send her back; she's so set on staying.",MATTHEW,"She's a nice little thing, Marilla.  Seems a pity to send her back; she's so set on staying."
178,"MARILLA:   Matthew Cuthbert, I believe this child has bewitched you.  I can see plain is plain you want to keep her.",MARILLA,"  Matthew Cuthbert, I believe this child has bewitched you.  I can see plain is plain you want to keep her."
179,"MATTHEW: We could hire a boy, and she can be company for you.",MATTHEW,"We could hire a boy, and she can be company for you."
180,"MARILLA: I'm not suffering for company, particularly a girl who prattles on without stopping for breath.  She's no good for us.  She has to go straight back where she came from.",MARILLA,"I'm not suffering for company, particularly a girl who prattles on without stopping for breath.  She's no good for us.  She has to go straight back where she came from."
181,"MATTHEW: Well, we might be of some good to her.",MATTHEW,"Well, we might be of some good to her."
182,SCENE: Anne's room.,SCENE,Anne's room.
183,"MARILLA: Good night, Anne with an ""e"".",MARILLA,"Good night, Anne with an ""e""."
184,ANNE: You don't have to say goodnight.  It's the worst night I've ever known.,ANNE,You don't have to say goodnight.  It's the worst night I've ever known.
185,"MARILLA: Good night, just the same, child.",MARILLA,"Good night, just the same, child."
186,ANNE: Goodnight. Miss Cuthbert.,ANNE,Goodnight. Miss Cuthbert.
187,Script Index -- 1 -- 2 -- 3 -- 4 -- 5 -- 6 -- 7 -- 8 -- Next,Script Index -- 1 -- 2 -- 3 -- 4 -- 5 -- 6 -- 7 -- 8 -- Next,
0,Script: Part 2,Script,Part 2
1,SCENE: Outside the house.,SCENE,Outside the house.
2,MATTHEW: Little Jerry Buote from the Creek was around.  I told him I guess I'd hire him on for the summer.,MATTHEW,Little Jerry Buote from the Creek was around.  I told him I guess I'd hire him on for the summer.
3,"MARILLA: Hurry up, child!",MARILLA,"Hurry up, child!"
4,ANNE: Just fixing Green Gables in my memory.  In years to come I'm going to look back on Green Gables as a beautiful dream that will always haunt me.  Don't you think it's--,ANNE,Just fixing Green Gables in my memory.  In years to come I'm going to look back on Green Gables as a beautiful dream that will always haunt me.  Don't you think it's--
5,MARILLA: You can think about it as you drive along.,MARILLA,You can think about it as you drive along.
6,"ANNE: I shall never forget your kindness, Mr. Cuthbert.",ANNE,"I shall never forget your kindness, Mr. Cuthbert."
7,SCENE: Mrs. Spencer's House.,SCENE,Mrs. Spencer's House.
8,"MRS. SPENCER: Marilla.  Marilla, dear.  You're the last person I ever expected to see today.  I'd imagine you would be getting Anne settled.  How are you Anne?",MRS. SPENCER,"Marilla.  Marilla, dear.  You're the last person I ever expected to see today.  I'd imagine you would be getting Anne settled.  How are you Anne?"
9,"ANNE: As well as a victim of tragic circumstances can be, Mrs. Spencer.",ANNE,"As well as a victim of tragic circumstances can be, Mrs. Spencer."
10,"MARILLA: There seems to be some queer mistake, Sarah.  We told Roberta for you to get us a boy.",MARILLA,"There seems to be some queer mistake, Sarah.  We told Roberta for you to get us a boy."
11,"MRS. SPENCER: Oh, Marilla, you don't say.  Well, Roberta distinctly said that you wanted a girl.",MRS. SPENCER,"Oh, Marilla, you don't say.  Well, Roberta distinctly said that you wanted a girl."
12,MARILLA: I knew I should have gone myself.,MARILLA,I knew I should have gone myself.
13,"MRS. SPENCER: I am dreadfully sorry, Marilla.",MRS. SPENCER,"I am dreadfully sorry, Marilla."
14,MARILLA: I suppose the asylum will take the child back.,MARILLA,I suppose the asylum will take the child back.
15,"MRS. SPENCER: Well, as a matter of fact, Mrs. Blewett was up here yesterday asking me if I could get her a little girl.  She has such a large family, you know.  Ten children and another one on the way, she's simply beside herself for help.",MRS. SPENCER,"Well, as a matter of fact, Mrs. Blewett was up here yesterday asking me if I could get her a little girl.  She has such a large family, you know.  Ten children and another one on the way, she's simply beside herself for help."
16,"ANNE: Excuse me, Mrs. Spencer, would there happen to be any twins among them?",ANNE,"Excuse me, Mrs. Spencer, would there happen to be any twins among them?"
17,"MRS. SPENCER: Oh, she has two sets of twins.  How did you know, child?",MRS. SPENCER,"Oh, she has two sets of twins.  How did you know, child?"
18,ANNE: Twins seem to be my lot in life.,ANNE,Twins seem to be my lot in life.
19,MRS. BLEWETT: Mrs. Spencer!,MRS. BLEWETT,Mrs. Spencer!
20,MRS. SPENCER: And you'll be just the girl.,MRS. SPENCER,And you'll be just the girl.
21,MRS. BLEWETT: Mrs. Spencer!,MRS. BLEWETT,Mrs. Spencer!
22,"MRS. SPENCER: And, oh, look, there's Mrs. Blewett this blessed minute.  I call this positively providential.  You, who, Mrs. Blewett.  Mrs. Blewett, Anne Shirley.  She'll be just the thing for you.",MRS. SPENCER,"And, oh, look, there's Mrs. Blewett this blessed minute.  I call this positively providential.  You, who, Mrs. Blewett.  Mrs. Blewett, Anne Shirley.  She'll be just the thing for you."
23,MRS. BLEWETT: Miss Cuthbert.,MRS. BLEWETT,Miss Cuthbert.
24,MARILLA: Mrs. Blewett.,MARILLA,Mrs. Blewett.
25,"MRS. BLEWETT: How old are you, girl.",MRS. BLEWETT,"How old are you, girl."
26,ANNE: Thirteen.,ANNE,Thirteen.
27,"MRS. BLEWETT: Ain't much to you, but you're wiry, and I don't know but the wiry ones can work the hardest.  I'll expect you to earn your keep, no mistaking that.  And I want you to act smart and be respectful.  Alright, I'll take her.  My twins have been awful fractious these days and I'm terrible worn out.",MRS. BLEWETT,"Ain't much to you, but you're wiry, and I don't know but the wiry ones can work the hardest.  I'll expect you to earn your keep, no mistaking that.  And I want you to act smart and be respectful.  Alright, I'll take her.  My twins have been awful fractious these days and I'm terrible worn out."
28,"MARILLA: Well, now, I don't know.  I feel I oughtn't make a decision until I speak to Matthew.  I'll just take her home again and talk to him.  Good afternoon, ladies.",MARILLA,"Well, now, I don't know.  I feel I oughtn't make a decision until I speak to Matthew.  I'll just take her home again and talk to him.  Good afternoon, ladies."
29,SCENE: On road.,SCENE,On road.
30,"ANNE: Miss Cuthbert, did you really say it or did I only just image it?",ANNE,"Miss Cuthbert, did you really say it or did I only just image it?"
31,"MARILLA: I haven't said anything yet, young lady, except I want to speak to Matthew.  Sending you back to the orphanage is one thing.  Handing you over to the likes of Matilda Blewett is another.",MARILLA,"I haven't said anything yet, young lady, except I want to speak to Matthew.  Sending you back to the orphanage is one thing.  Handing you over to the likes of Matilda Blewett is another."
32,"ANNE: I'd rather go back to the asylum than live with her.  Two sets of twins!  Oof.  Besides, she looks exactly like a gimlet.",ANNE,"I'd rather go back to the asylum than live with her.  Two sets of twins!  Oof.  Besides, she looks exactly like a gimlet."
33,"MARILLA: Anne Shirley, you should be ashamed of yourself, speaking of a stranger that way.  Hold your tongue and don't criticize your elders.",MARILLA,"Anne Shirley, you should be ashamed of yourself, speaking of a stranger that way.  Hold your tongue and don't criticize your elders."
34,"ANNE: I'll try and do anything and be anything you want, if you'll only keep me, Miss Cuthbert.",ANNE,"I'll try and do anything and be anything you want, if you'll only keep me, Miss Cuthbert."
35,SCENE: The Cuthbert barn.,SCENE,The Cuthbert barn.
36,"MARILLA: Well, aren't you going to say anything, Matthew?  I wouldn't give a dog I liked to that Blewett woman.  It makes no sense to keep her.  But if we did keep her, I'd expect you not to interfere with my methods.  An old maid like me may not know much about raising a child, but I know a darn sight more than a bachelor like you.  Oh,  she could talk a hind leg of a mule, that's certain.  Oh, wouldn't that be a change around here?",MARILLA,"Well, aren't you going to say anything, Matthew?  I wouldn't give a dog I liked to that Blewett woman.  It makes no sense to keep her.  But if we did keep her, I'd expect you not to interfere with my methods.  An old maid like me may not know much about raising a child, but I know a darn sight more than a bachelor like you.  Oh,  she could talk a hind leg of a mule, that's certain.  Oh, wouldn't that be a change around here?"
37,SCENE: Anne's room.,SCENE,Anne's room.
38,MARILLA: Have you said your prayers?,MARILLA,Have you said your prayers?
39,ANNE: I never say any prayers.,ANNE,I never say any prayers.
40,MARILLA: What do you mean?  Haven't you been taught to say your prayers?,MARILLA,What do you mean?  Haven't you been taught to say your prayers?
41,"ANNE: Mrs. Hammond told me that God made my hair red on purpose, and I've never cared for him since.",ANNE,"Mrs. Hammond told me that God made my hair red on purpose, and I've never cared for him since."
42,"MARILLA: Well, while you are under my roof, you will say your prayers.",MARILLA,"Well, while you are under my roof, you will say your prayers."
43,"ANNE:  Why, of course, if you want me to.  How does one do it?",ANNE," Why, of course, if you want me to.  How does one do it?"
44,"MARILLA: Well, you kneel beside the bed.",MARILLA,"Well, you kneel beside the bed."
45,"ANNE: That's the part I never really could understand.  Why must people kneel down to pray?  If I really wanted to pray, I'd go out into a great, big field, all alone, and I'd look up into the sky.  I'd imagine it was the dome of a great cathedral, and then I'd close my eyes and just feel the prayer.  What am I say?",ANNE,"That's the part I never really could understand.  Why must people kneel down to pray?  If I really wanted to pray, I'd go out into a great, big field, all alone, and I'd look up into the sky.  I'd imagine it was the dome of a great cathedral, and then I'd close my eyes and just feel the prayer.  What am I say?"
